['you look fat', '太っ--動 て--助 見える--動 よ--助']
['ill try again', 'もう一度--副 やっ--動 て--助 みる--動']
['ill try again', 'もう--副 一--名 回--名 やっ--動 て--助 みる--動']
['ill wait here', 'ここ--名 で--助 待っ--動 てる--動 ね--助']
['im a bit busy', 'ちょっと--副 忙しい--形']
['im a civilian', '私--名 は--助 一般人--名 です--助']
['im a freshman', '新人--名 です--助']
['im a freshman', '一--名 年生--名 です--助']
['im a musician', '私--名 は--助 音楽家--名 です--助']
['im a musician', '私--名 は--助 ミュージシャン--名 です--助']
['im a prisoner', '私--名 は--助 囚われ--名 の--助 身--名 だ--助']
['im a prisoner', '私--名 は--助 捕虜--名 です--助']
['im a prisoner', '私--名 は--助 囚人--名 です--助']
['im a salesman', '私--名 は--助 営業--名 マン--名 です--助']
['im a stuntman', '私--名 は--助 スタントマン--名 です--助']
['im afraid not', '残念--名 だ--助 けど--助 、--記 そう--副 は--助 思え--動 ない--助']
['im against it', '私--名 は--助 反対--名 です--助']
['im all for it', '大--接 賛成--名 です--助']
['im alone here', 'ここ--名 で--助 は--助 独りぼっち--名 だ--助']
['im behind him', '彼--名 の--助 後ろ--名 に--助 いる--動']
['im busy today', '今日--名 は--助 忙しい--形']
['im doing fine', '元気--名 で--助 やっ--動 てる--動 よ--助']
['im free today', '私--名 は--助 今日--名 は--助 ひま--名 です--助']
['im in the car', '僕--名 は--助 車--名 に--助 い--動 ます--助']
['im mad at tom', '僕--名 は--助 トム--名 に--助 怒っ--動 て--助 いる--動']
['im mad at you', '私--名 は--助 あなた--名 に--助 怒っ--動 て--助 いる--動 ん--名 です--助']
['im no quitter', '私--名 は--助 少々--副 の--助 事--名 で--助 は--助 あきらめ--動 ない--助']
['im not a baby', '僕--名 は--助 赤ちゃん--名 じゃ--助 ない--助']
['im not a hero', '私--名 は--助 英雄--名 など--助 で--助 は--助 ない--形']
['im not afraid', '怖く--形 なんて--助 ない--形 さ--助']
['im not guilty', '私--名 は--助 無実--名 だ--助']
['im not hungry', 'お腹--名 は--助 空い--動 て--助 い--動 ませ--助 ん--助']
['im not scared', '怖く--形 なんて--助 ない--形 さ--助']
['im not sleepy', '眠く--形 ない--助 よ--助']
['im out of gas', 'ガス--名 欠--名 です--助']
['im sure of it', 'その--連 こと--名 を--助 確信--名 し--動 て--助 いる--動']
['im thirty now', '私--名 は--助 今--名 30--名 歳--名 です--助']
['im undressing', '私--名 は--助 服--名 を--助 脱い--動 で--助 いる--動']
['im vegetarian', '僕--名 は--助 ベジタリアン--名 だ--助']
['im very angry', '私--名 は--助 大変--名 腹立たしい--形']
['im very happy', 'すごく--形 うれしい--形 です--助']
['im very short', '私--名 は--助 とても--副 背--名 が--助 低い--形']
['im very sorry', '本当に--副 ゴメン--感 よ--助']
['im very sorry', '大変--名 申し訳--名 あり--動 ませ--助 ん--助']
['im very tired', 'くたくた--名 に--助 疲れ--動 まし--助 た--助']
['im very tired', '私--名 は--助 大変--名 疲れ--動 て--助 い--動 ます--助']
['im very tired', 'すっごく--形 疲れ--動 た--助']
['ive messed up', '失敗--名 し--動 た--助']
['ive seen that', '私--名 は--助 それ--名 を--助 見--動 た--助 の--名 です--助']
['ive seen that', '私--名 は--助 それ--名 を--助 見--動 た--助 こと--名 が--助 ある--動']
['is anyone here', '誰--名 か--助 いる--動 の--助']
['is anyone hurt', '誰--名 も--助 ケガ--名 し--動 て--動 ない--助']
['is anyone hurt', '誰--名 か--助 怪我--名 し--動 た--助']
['is he american', '彼--名 は--助 アメリカ--名 人--名 です--助 か--助']
['is he japanese', '日本人--名 です--助 か--助']
['is he japanese', '彼--名 は--助 日本人--名 です--助 か--助']
['is he sleeping', '彼--名 は--助 寝--動 て--助 いる--動 の--名 です--助 か--助']
['is he sleeping', '彼--名 寝--動 てる--動']
['is it for here', 'こちら--名 で--助 召し上がり--動 ます--助 か--助']
['is it my fault', '私--名 の--助 責任--名']
['is it possible', '可能--名 性--名 ある--動 か--助 な--助']
['is it possible', 'そんな--連 の--名 って--助 ありえる--動']
['is she married', '彼女--名 は--助 結婚--名 し--動 て--助 い--動 ます--助 か--助']
['is this french', 'これ--名 は--助 フランス語--名 です--助 か--助']
['is this edible', 'これ--名 は--助 食べ--動 られる--動 物--名 です--助 か--助']
['is this edible', 'これ--名 食べ--動 られる--動 ん--名 です--助 か--助']
['isnt it black', '黒く--形 ない--助 の--名 です--助 か--助']
['isnt it black', 'それ--名 は--助 黒く--形 あり--動 ませ--助 ん--助 か--助']
['it is saturday', '土曜日--名 だ--助 よ--助']
['it sounds good', 'それ--名 は--助 \u3000--記 音--名 が--助 素晴らしい--形']
['it was nothing', '何--名 で--助 も--助 ない--形 よ--助']
['it was raining', '雨--名 が--助 降っ--動 て--助 い--動 た--助']
['its ok to cry', '泣い--動 て--助 も--助 いい--形 よ--助']
['its all right', '大丈夫--名 です--助 よ--助']
['its all white', '真っ白--名 です--助']
['its beyond me', 'それ--名 は--助 私--名 の--助 手--名 に--助 余る--動']
['its dangerous', '危ない--形']
['its hot today', '今日--名 は--助 暑い--形 です--助 ね--助']
['its hot today', '今日--名 は--助 暑い--形']
['its not funny', '笑い事--名 じゃ--助 ない--助']
['its over here', 'ここ--名 に--助 あり--動 ます--助']
['its so simple', 'それ--名 は--助 とても--副 単純--名 です--助']
['its so stupid', 'それ--名 は--助 愚--名 の--助 骨頂--名 だ--助']
['its the truth', '本当--名 です--助 よ--助']
['its this book', 'この--連 本--名 です--助']
['its too large', '大き--形 すぎる--動 わ--助']
['its too small', '小さ--形 すぎる--動']
['its too small', '小さ--形 すぎ--動 ます--助']
['its too small', 'これ--名 小さ--形 すぎる--動 よ--助']
['its up to you', '君--名 次第--名 だ--助 よ--助']
['its up to you', 'あなた--名 次第--名 です--助']
['its very cold', 'ひどく--副 冷える--動 なあ--助']
['its very good', 'とても--副 いい--形 よ--助']
['its your book', 'あなた--名 の--助 本--名 です--助']
['its your book', 'これ--名 は--助 君--名 の--助 本--名 だ--助 よ--助']
['its your move', '君--名 の--助 番--名 だ--助 よ--助']
['its your turn', '君--名 の--助 番--名 だ--助 よ--助']
['just sign here', 'ここ--名 に--助 サイン--名 を--助 お願い--名 し--動 ます--助']
['keep listening', '聞い--動 て--助 ください--動']
['leave it to me', '僕--名 に--助 任せ--動 て--助 ください--動']
['leave it to me', '任せろ--動 よ--助']
['leave it to me', '任せ--動 て--助']
['leave it to me', '私--名 に--助 任せ--動 なさい--動']
['leave it to me', '俺--名 に--助 任せろ--動']
['leave it to me', '任せ--動 て--助']
['leave it to us', '任せ--動 て--助']
['leave me alone', 'ひとり--名 に--助 さ--動 せ--動 て--助']
['leave me alone', '放っ--動 て--助 おい--動 て--助']
['leave me alone', '放っ--動 て--助 おい--動 て--助 くれ--動']
['leave me alone', 'ひとり--名 に--助 さ--動 せ--動 て--助']
['leave me alone', '放っ--動 て--助 おい--動 て--助']
['lend me a hand', '手--名 を--助 貸し--動 て--助 ください--動']
['let me explain', '説明--名 さ--動 せ--動 て--助 ください--動']
['let me explain', '説明--名 さ--動 せ--動 て--助']
['let us go home', '家--名 へ--助 帰り--動 ましょ--助 う--助']
['lets hurry up', '急ぎ--動 ましょ--助 う--助']
['lets play tag', '鬼ごっこ--名 しよ--動 う--助']
['lets watch tv', 'テレビ--名 みよ--動 う--助 よ--助']
['listen to this', '聞い--動 て--助 、--記 聞い--動 て--助']
['look after tom', 'トム--名 の--助 面倒--名 を--助 見--動 て--動 て--助']
['louder please', 'もっと--副 大きい--形 声--名 で--助 言っ--動 て--助 ください--動']
['lying is wrong', '嘘--名 を--助 付く--動 の--名 は--助 悪い--形 こと--名 だ--助']
['make it larger', 'もっと--副 大きく--形 し--動 て--助']
['many fish died', 'たくさん--名 の--助 魚--名 が--助 死ん--動 だ--助']
['mary likes you', 'メアリー--名 は--助 あなた--名 が--助 好き--名 な--助 の--助 よ--助']
['may i eat this', 'これ--名 を--助 食べ--動 て--助 いい--形 です--助 か--助']
['may i eat this', 'これ--名 食べ--動 て--助 も--助 いい--形']
['may i help you', '何--名 か--助 お--接 探し--動 です--助 か--助']
['may i help you', 'ご--接 用件--名 を--助 うけたまわり--動 ましょ--助 う--助 か--助']
['may i join you', '一緒--名 に--助 行っ--動 て--助 いい--形 です--助 か--助']
['may i join you', 'ご--接 一緒--名 し--動 て--助 も--助 よろしい--形 です--助 か--助']
['may i kiss you', 'キス--名 し--動 て--助 いい--形']
['may i kiss you', 'チュー--名 し--動 て--助 いい--形']
['may i sit down', '座っ--動 て--助 も--助 いい--形 です--助 か--助']
['may i sit here', 'ここ--名 に--助 座っ--動 て--助 も--助 いい--形 です--助 か--助']
['may i sit here', 'ここ--名 に--助 座っ--動 て--助 も--助 いい--形 です--助 か--助']
['may i sit here', 'ここ--名 座っ--動 て--助 も--助 いい--形 です--助 か--助']
['may i sit here', 'ここ--名 座っ--動 て--助 いい--形 です--助 か--助']
['may i sit here', 'ここ--名 座っ--動 て--助 いい--形']
['may i sit here', 'ここ--名 座っ--動 て--助 も--助 いい--形']
['may i use that', 'それ--名 を--助 使っ--動 て--助 も--助 よろしい--形 でしょ--助 う--助 か--助']
['might is right', '力--名 は--助 正義--名 なり--助']
['mind your step', '足元--名 に--助 気--名 を--助 つけ--動 て--助']
['move along now', '立ち止まる--動 な--助']
['my jaw is sore', 'あご--名 が--助 痛い--形']
['my name is tom', 'トム--名 と--助 申し--動 ます--助']
['my name is tom', 'トム--名 と--助 いい--動 ます--助']
['my name is tom', '私--名 の--助 名前--名 は--助 トム--名 です--助']
['my tummy hurts', 'お腹--名 痛い--形']
['nobodys happy', '誰--名 も--助 うれしく--形 ない--助']
['now go on home', 'さあ--感 家--名 に--助 帰り--動 なさい--動']
['now step aside', 'ちょっと--副 どい--動 て--助']
['only god knows', '神--名 の--助 みぞ--名 が--助 知る--動']
['open your eyes', '目--名 を--助 開け--動 て--助']
['pitch the ball', 'その--連 ボール--名 投げ--動 て--助']
['please come in', 'どうぞ--副 、--記 お--接 入り--動 下さい--動']
['please come in', 'さあ--感 どうぞ--副 お--接 入り--動 ください--動']
['please come in', 'お--接 入り--動 ください--動']
['please help me', '私--名 を--助 手伝っ--動 て--助 ください--動']
['please help me', '助け--動 て--助 ください--動']
['please help me', 'どうか--副 助け--動 て--助 ください--動']
['please hold on', 'お待ち--名 ください--動']
['prices went up', '物価--名 が--助 上がっ--動 た--助']
['rise and shine', '起き--動 なさい--動']
['say it clearly', 'はっきり--副 言い--動 なさい--動']
['see you monday', '月曜日--名 に--助 会お--動 う--助']
['see you monday', '月曜日--名 に--助 会い--動 ましょ--助 う--助']
['see you around', 'また--接 お--接 会い--動 し--動 ましょ--助 う--助']
['shall we begin', 'さぁ--感 始め--動 ましょ--助 う--助']
['shall we begin', '始め--動 ましょ--助 う--助 か--助']
['shall we start', '始め--動 ましょ--助 う--助 か--助']
['she adores him', '彼女--名 は--助 彼--名 に--助 憧れ--動 て--助 いる--動']
['she called him', '彼女--名 は--助 彼--名 に--助 電話--名 し--動 た--助']
['she came alone', '彼女--名 は--助 一--名 人--名 で--助 来--動 た--助']
['she cant swim', '彼女--名 は--助 泳げ--動 ない--助']
['she choked him', '彼女--名 は--助 彼--名 の--助 息の根--名 を--助 止め--動 た--助']
['she choked him', '彼女--名 は--助 彼--名 を--助 絞殺--名 し--動 た--助']
['she choked him', '彼女--名 は--助 彼--名 を--助 絞め殺し--動 た--助']
['she cooks well', '彼女--名 は--助 料理--名 が--助 うまい--形']
['she dumped him', '彼女--名 は--助 彼--名 を--助 振っ--動 た--助']
['she fooled him', '彼女--名 は--助 彼--名 を--助 だまし--動 た--助']
['she fooled him', '彼女--名 は--助 彼--名 を--助 欺い--動 た--助']
['she fooled him', '彼女--名 は--助 彼--名 を--助 たぶらかし--動 た--助']
